,ip,tcm_id,response,xd
72597,46755036,tcm:526-712788,0,06-26
42615,86547416,tcm:526-228258,0,02-27
61465,62056694,tcm:526-208086,1,05-30
75045,92323691,tcm:526-10787,0,02-27
44947,85962128,tcm:526-418532,0,03-27
40630,62893415,tcm:526-93195,0,05-30
13337,3957311,tcm:526-208086,0,09-26
48840,14902629,tcm:526-10838,0,09-26
50665,96395461,tcm:526-231792,0,10-30
32171,25111807,tcm:526-10849,0,09-26
44575,28611922,tcm:526-12174,0,10-30
54839,16612237,tcm:526-276414,0,02-27
63471,30821451,tcm:526-239640,0,08-28
56840,80275207,tcm:526-208086,0,07-24
38229,12944090,tcm:526-13782,0,08-28
15666,716620,tcm:526-52560,0,02-27
7513,8703081,tcm:526-12174,0,06-26
57458,65626338,tcm:526-688510,0,05-30
73517,92024352,tcm:526-276414,0,02-27
72936,47778664,tcm:526-164352,0,05-30
17096,18163320,tcm:526-204679,0,01-30
47268,90941336,tcm:526-10838,0,08-28
28874,88260415,tcm:526-231792,1,10-30
58790,25651523,tcm:526-208086,0,08-28
10256,91276684,tcm:526-249921,0,02-27
40675,26850589,tcm:526-164352,0,05-30
35012,96007065,tcm:526-231792,0,10-30
46878,894173,tcm:526-712788,0,06-26
14309,52751416,tcm:526-149043,0,07-24
20187,84796812,tcm:526-208086,0,07-24
17611,78576320,tcm:526-208086,0,05-30
6105,65116442,tcm:526-52560,0,02-27
74247,64069272,tcm:526-239640,0,08-28
12381,67272509,tcm:526-116442,0,10-30
80200,74766154,tcm:526-224772,0,02-27
36278,24516021,tcm:526-782343,0,01-30
24925,37093906,tcm:526-655038,0,01-30
70496,72980406,tcm:526-258965,0,09-26
17097,18163320,tcm:526-209216,0,01-30
12191,53611516,tcm:526-80807,0,03-27
25189,79930620,tcm:526-12174,0,04-25
24775,54746273,tcm:526-22867,0,10-30
75717,10792231,tcm:526-244935,0,07-24
40803,83378529,tcm:526-149043,0,05-30
40254,71482759,tcm:526-209216,0,01-30
20489,28433552,tcm:526-40469,0,07-24
18287,9707359,tcm:526-208086,0,08-28
16629,8765291,tcm:526-656536,0,04-25
751,77816729,tcm:526-204679,0,01-30
54501,82703024,tcm:526-149043,0,06-26
43717,9542078,tcm:526-653510,0,05-30
42236,39061012,tcm:526-204679,0,01-30
12123,66099679,tcm:526-116442,0,10-30
6859,33376427,tcm:526-13782,0,08-28
70760,26849473,tcm:526-261006,0,01-30
56297,69491376,tcm:526-258965,0,09-26
62930,26442530,tcm:526-208086,0,09-26
45099,21160477,tcm:526-388698,0,04-25
1072,74847840,tcm:526-261006,0,01-30
24997,17639664,tcm:526-22867,0,08-28
69712,89514764,tcm:526-684643,1,04-25
2154,29161402,tcm:526-149043,1,05-30
32340,6287710,tcm:526-684643,0,04-25
80105,28825733,tcm:526-704480,0,08-28
62776,91476872,tcm:526-782343,0,01-30
66718,21647533,tcm:526-273898,0,01-30
42870,18557857,tcm:526-249037,0,04-25
19390,62091486,tcm:526-149043,0,07-24
53158,92796413,tcm:526-674187,0,03-27
47764,30700990,tcm:526-492865,1,02-27
53661,39394802,tcm:526-492865,1,02-27
4642,35849431,tcm:526-149043,0,06-26
45238,4452464,tcm:526-12167,0,10-30
52682,77127264,tcm:526-653510,0,07-24
34593,68366258,tcm:526-674187,0,03-27
15088,27719425,tcm:526-258965,0,09-26
2725,49409989,tcm:526-199040,0,08-28
10454,2125585,tcm:526-12174,0,04-25
13834,18764487,tcm:526-244935,1,06-26
32606,74446302,tcm:526-239640,0,07-24
32638,44177335,tcm:526-551763,0,02-27
67277,9140781,tcm:526-12174,0,07-24
17835,96458495,tcm:526-153236,0,10-30
312,21723665,tcm:526-388698,0,04-25
54198,12783832,tcm:526-208086,0,08-28
61185,30797820,tcm:526-653510,0,07-24
18710,98943563,tcm:526-695181,0,08-28
47728,30700990,tcm:526-707527,0,09-26
38544,84745535,tcm:526-655038,0,01-30
644,56395953,tcm:526-654768,0,03-27
14462,43596104,tcm:526-551763,0,02-27
8501,3810062,tcm:526-655038,0,01-30
16977,33226655,tcm:526-22867,0,09-26
11500,30211627,tcm:526-656536,0,04-25
7367,87033831,tcm:526-551763,1,02-27
42828,18557857,tcm:526-551763,1,02-27
31002,87049516,tcm:526-688510,0,05-30
12468,48425803,tcm:526-12180,1,03-27
68757,27964565,tcm:526-679101,0,04-25
34496,37607223,tcm:526-276414,0,02-27
22278,39755942,tcm:526-695181,1,07-24
38451,60544241,tcm:526-70899,0,04-25
32166,25111807,tcm:526-707567,0,09-26
43618,32634341,tcm:526-418532,0,03-27
8612,15448959,tcm:526-52560,0,02-27
73769,46878913,tcm:526-418532,0,02-27
9318,31271084,tcm:526-346380,0,01-30
59127,65362127,tcm:526-116442,0,10-30
502,80330542,tcm:526-209216,0,01-30
12613,31546909,tcm:526-13782,0,08-28
77132,50079080,tcm:526-492865,0,02-27
1518,60356270,tcm:526-695181,0,08-28
22677,39216366,tcm:526-208086,0,08-28
7756,21415256,tcm:526-12174,0,07-24
24534,13445740,tcm:526-681575,0,03-27
6667,69178310,tcm:526-40469,0,07-24
21684,86198160,tcm:526-80807,0,03-27
69241,42599603,tcm:526-191289,0,06-26
494,80330542,tcm:526-276414,0,02-27
74462,28188696,tcm:526-712788,0,06-26
13145,43847446,tcm:526-12174,0,05-30
44126,90734909,tcm:526-12174,1,05-30
19654,63090872,tcm:526-116442,0,09-26
56878,80275207,tcm:526-13782,0,08-28
42935,48688450,tcm:526-655038,0,01-30
11569,12488474,tcm:526-208086,0,09-26
138,95354290,tcm:526-418532,0,03-27
40384,97711857,tcm:526-12174,0,09-26
56293,69491376,tcm:526-12174,0,09-26
52652,77127264,tcm:526-208086,0,04-25
38656,93928051,tcm:526-248966,0,10-30
54918,16612237,tcm:526-208086,0,05-30
69429,44999342,tcm:526-712788,1,06-26
71697,52083303,tcm:526-208086,0,09-26
4769,4589648,tcm:526-784445,0,01-30
74676,29357068,tcm:526-12174,1,05-30
45441,25784503,tcm:526-418532,0,02-27
57701,43084020,tcm:526-209028,0,01-30
52113,90730163,tcm:526-244935,0,07-24
1028,77978197,tcm:526-224772,0,02-27
22016,66735936,tcm:526-670542,0,03-27
54491,82703024,tcm:526-346380,0,01-30
3208,13939207,tcm:526-679101,0,04-25
49567,93683656,tcm:526-12167,0,10-30
18553,13782094,tcm:526-16645,0,05-30
58879,59848676,tcm:526-12174,0,06-26
31804,33861494,tcm:526-258965,0,09-26
39530,14491561,tcm:526-248966,0,10-30
33061,93240481,tcm:526-261006,1,01-30
64463,51972316,tcm:526-653510,0,07-24
27923,85459963,tcm:526-653510,0,07-24
14368,16315185,tcm:526-40469,0,07-24
14755,96584970,tcm:526-782343,0,01-30
69773,52485631,tcm:526-654768,0,03-27
30523,98856504,tcm:526-208086,0,08-28
47458,86708778,tcm:526-191289,0,06-26
72967,47778664,tcm:526-707527,0,09-26
65990,42868623,tcm:526-695181,0,08-28
16468,66671651,tcm:526-22867,0,10-30
63022,25033280,tcm:526-249037,0,04-25
38344,58125403,tcm:526-784445,0,01-30
23340,88013219,tcm:526-70899,0,04-25
27542,90685835,tcm:526-12167,0,09-26
59701,43642583,tcm:526-655038,0,01-30
26102,33557853,tcm:526-208086,0,09-26
45902,52777969,tcm:526-16645,0,05-30
29217,76442608,tcm:526-346380,1,01-30
3836,24600825,tcm:526-10849,0,09-26
24969,37093906,tcm:526-249921,0,02-27
20352,5885492,tcm:526-40469,0,07-24
74992,44593619,tcm:526-149043,0,05-30
5119,55407397,tcm:526-704480,0,08-28
52811,57779338,tcm:526-12174,0,04-25
22141,20279186,tcm:526-208086,0,05-30
39541,99722419,tcm:526-388698,0,04-25
75000,44593619,tcm:526-10787,0,02-27
50812,51105107,tcm:526-209028,0,01-30
11773,69669303,tcm:526-93195,1,04-25
70232,36595107,tcm:526-116442,0,08-28
25875,68616234,tcm:526-782343,0,01-30
5587,74699348,tcm:526-276414,1,02-27
19178,45342167,tcm:526-679101,0,04-25
2765,29250674,tcm:526-782343,0,01-30
8757,60159401,tcm:526-656536,0,04-25
60359,61173036,tcm:526-681575,0,03-27
62274,75419784,tcm:526-13782,0,08-28
27666,20162520,tcm:526-670542,0,03-27
66152,29459096,tcm:526-16645,0,07-24
47496,56349294,tcm:526-12174,0,09-26
6137,65116442,tcm:526-244935,0,06-26
19330,62091486,tcm:526-164352,0,05-30
8606,15448959,tcm:526-418532,0,02-27
31291,34132491,tcm:526-707567,0,09-26
73928,35364364,tcm:526-248966,0,10-30
20975,49553283,tcm:526-249921,0,02-27
53364,97981409,tcm:526-10849,0,09-26
45340,83913289,tcm:526-707527,1,09-26
77842,15630763,tcm:526-273898,0,01-30
58328,45841437,tcm:526-191289,0,06-26
57931,11887764,tcm:526-10849,0,09-26
43127,99627129,tcm:526-12174,0,10-30
19695,63090872,tcm:526-208086,0,03-27
70975,57786997,tcm:526-10787,0,02-27
20876,56845342,tcm:526-52560,0,02-27
25920,68616234,tcm:526-10838,0,08-28
78362,2204339,tcm:526-695181,0,08-28
20728,68440663,tcm:526-224772,0,02-27
24292,50730920,tcm:526-346380,0,01-30
53745,28072314,tcm:526-237984,0,06-26
73247,9371100,tcm:526-12174,0,10-30
74010,30994140,tcm:526-239640,1,08-28
25769,96388298,tcm:526-116442,0,08-28
17568,78576320,tcm:526-208086,0,06-26
64862,31824465,tcm:526-707567,0,09-26
19476,45347233,tcm:526-116442,0,10-30
48375,63974087,tcm:526-707567,0,09-26
63609,67069340,tcm:526-239640,0,07-24
2217,33801571,tcm:526-208086,0,05-30
15789,69440279,tcm:526-93195,0,05-30
38349,58125403,tcm:526-346380,0,01-30
53145,92796413,tcm:526-688510,0,05-30
13922,55919570,tcm:526-12174,0,07-24
51745,70642143,tcm:526-208086,1,08-28
11850,42441995,tcm:526-239640,0,08-28
70132,64576502,tcm:526-116442,0,05-30
14581,1796062,tcm:526-208086,1,06-26
45228,4452464,tcm:526-70899,0,04-25
3578,48302410,tcm:526-16645,0,05-30
42289,53349469,tcm:526-12174,0,08-28
47220,20324380,tcm:526-674187,0,03-27
62544,2570506,tcm:526-10849,0,09-26
14347,16315185,tcm:526-22867,0,08-28
75760,10792231,tcm:526-52560,0,02-27
16910,54841031,tcm:526-385364,0,01-30
78819,899009,tcm:526-674187,0,03-27
61583,66246774,tcm:526-16645,0,05-30
63366,27157947,tcm:526-93195,0,04-25
9490,30848221,tcm:526-208086,0,10-30
40352,97711857,tcm:526-187302,0,02-27
21184,46718781,tcm:526-782343,0,01-30
19684,63090872,tcm:526-418532,0,02-27
77849,15630763,tcm:526-12174,0,05-30
67202,63317835,tcm:526-209028,0,01-30
29583,56990517,tcm:526-46242,0,05-30
64724,98152512,tcm:526-231792,0,10-30
50367,88600965,tcm:526-249037,1,04-25
1894,7065821,tcm:526-164352,0,05-30
49437,55015904,tcm:526-655038,0,01-30
40728,26850589,tcm:526-10838,0,08-28
56877,80275207,tcm:526-208086,0,03-27
60168,62171918,tcm:526-682576,0,03-27
55781,63118134,tcm:526-418532,1,02-27
73689,98500679,tcm:526-187302,0,02-27
22661,39216366,tcm:526-16645,0,05-30
46025,86695578,tcm:526-22867,0,09-26
60121,62171918,tcm:526-16645,0,07-24
72366,31084445,tcm:526-12174,0,07-24
42037,44795129,tcm:526-707567,0,09-26
27611,42937108,tcm:526-244935,0,06-26
10465,2125585,tcm:526-208086,0,07-24
77434,51288730,tcm:526-276414,0,02-27
393,21638664,tcm:526-224772,0,02-27
63619,67069340,tcm:526-208086,0,08-28
56227,97812819,tcm:526-653510,0,05-30
33390,32309287,tcm:526-209216,0,01-30
18027,41776510,tcm:526-40469,0,07-24
25971,6503523,tcm:526-187302,0,02-27
77926,58147318,tcm:526-10838,0,08-28
6258,8852855,tcm:526-231792,0,10-30
49044,59350046,tcm:526-149043,0,07-24
54847,16612237,tcm:526-12174,0,06-26
33195,27059765,tcm:526-22867,0,10-30
35162,29816351,tcm:526-228258,0,02-27
73823,25157725,tcm:526-208086,0,07-24
41731,90823961,tcm:526-682379,0,06-26
44708,88418079,tcm:526-10838,0,09-26
73048,38617513,tcm:526-707567,0,09-26
3800,46970339,tcm:526-679101,0,04-25
13046,741338,tcm:526-653510,0,05-30
70348,25668898,tcm:526-208086,0,09-26
31956,75566156,tcm:526-12174,0,07-24
57676,50544556,tcm:526-249037,0,04-25
67495,26610038,tcm:526-656536,0,04-25
25272,51129676,tcm:526-208086,0,09-26
40399,97711857,tcm:526-12174,1,06-26
42944,48688450,tcm:526-12174,0,08-28
61787,61029292,tcm:526-149043,1,06-26
38949,33470682,tcm:526-13782,0,08-28
54974,74819664,tcm:526-239640,1,08-28
25193,79930620,tcm:526-12174,0,08-28
73629,26140567,tcm:526-688510,0,05-30
18840,35718610,tcm:526-782343,0,01-30
5785,22889057,tcm:526-712788,0,06-26
9944,98501471,tcm:526-12174,0,08-28
48722,17439861,tcm:526-258965,0,09-26
62800,91476872,tcm:526-153236,0,10-30
64488,51972316,tcm:526-261006,1,01-30
11124,37147964,tcm:526-149043,0,06-26
42081,44795129,tcm:526-12174,0,10-30
69658,89514764,tcm:526-10838,0,08-28
72336,31084445,tcm:526-116442,0,08-28
8572,74756750,tcm:526-346380,0,01-30
55421,22922706,tcm:526-22867,0,10-30
63139,94729026,tcm:526-22867,0,10-30
51273,80399561,tcm:526-388698,0,04-25
10283,91276684,tcm:526-695181,0,08-28
56075,20708651,tcm:526-239640,0,08-28
8396,6705005,tcm:526-149043,0,07-24
3315,55952345,tcm:526-208086,0,07-24
22149,20279186,tcm:526-116442,0,08-28
39105,8082604,tcm:526-70899,0,04-25
15749,69440279,tcm:526-682379,1,06-26
71834,19264012,tcm:526-273898,1,01-30
38409,60544241,tcm:526-208086,0,07-24
49110,59350046,tcm:526-18025,0,10-30
16687,70986568,tcm:526-116442,0,09-26
60232,96944088,tcm:526-18025,0,10-30
53768,28072314,tcm:526-209216,0,01-30
8138,52923688,tcm:526-653510,0,05-30
44745,66260258,tcm:526-704480,0,08-28
34792,32240400,tcm:526-22867,0,08-28
52954,88547243,tcm:526-346380,0,01-30
57380,1857520,tcm:526-653510,0,05-30
49959,67695988,tcm:526-13782,0,07-24
48790,17439861,tcm:526-208086,0,07-24
25491,30229272,tcm:526-93195,1,05-30
49378,55015904,tcm:526-654768,0,03-27
27445,30087646,tcm:526-273898,1,01-30
2380,50790231,tcm:526-704480,1,08-28
55876,75903528,tcm:526-209216,0,01-30
23921,91125739,tcm:526-187302,0,02-27
43835,2657375,tcm:526-249921,0,02-27
27383,88822933,tcm:526-208086,0,09-26
56530,96317245,tcm:526-13782,0,08-28
17506,20039937,tcm:526-276414,0,02-27
62110,76498959,tcm:526-688510,0,05-30
8729,60159401,tcm:526-228258,0,02-27
34408,79691638,tcm:526-682576,0,03-27
11158,37147964,tcm:526-208086,0,08-28
19767,33906107,tcm:526-249921,0,02-27
78484,61921562,tcm:526-164352,0,05-30
3306,55952345,tcm:526-653510,0,06-26
76895,13415247,tcm:526-239640,0,08-28
50324,88600965,tcm:526-116442,0,09-26
18494,55499139,tcm:526-782343,0,04-25
19042,77062004,tcm:526-208086,0,08-28
7877,40932350,tcm:526-224772,0,02-27
14956,30014993,tcm:526-244935,0,07-24
52288,66969993,tcm:526-22867,0,09-26
18777,86946414,tcm:526-12167,0,09-26
5309,36694481,tcm:526-149043,0,05-30
69297,42599603,tcm:526-12174,0,04-25
20498,28433552,tcm:526-46242,1,05-30
31582,17881633,tcm:526-695181,0,08-28
16341,95398581,tcm:526-116442,0,10-30
65556,73786710,tcm:526-116442,0,10-30
73542,92024352,tcm:526-12180,0,03-27
17655,16892475,tcm:526-688510,0,05-30
59441,61858981,tcm:526-707567,0,09-26
48409,63974087,tcm:526-681575,0,03-27
8029,430968,tcm:526-208086,0,03-27
26725,3216323,tcm:526-653510,1,05-30
27546,90685835,tcm:526-208086,0,07-24
57003,27860691,tcm:526-782343,0,04-25
29246,76442608,tcm:526-16645,0,07-24
56858,80275207,tcm:526-208086,0,05-30
66887,81753916,tcm:526-653510,0,06-26
73613,26140567,tcm:526-244935,0,06-26
40208,71482759,tcm:526-551763,0,02-27
78193,82748107,tcm:526-704480,0,08-28
23753,15654778,tcm:526-22867,0,08-28
43865,19220501,tcm:526-93195,0,05-30
4518,92533855,tcm:526-10838,0,08-28
7961,3769421,tcm:526-12167,0,10-30
23075,24678410,tcm:526-208086,0,08-28
29229,76442608,tcm:526-224772,1,02-27
424,20320556,tcm:526-208086,0,08-28
46210,76317912,tcm:526-707567,0,09-26
75320,49483396,tcm:526-228258,0,02-27
20023,69530129,tcm:526-13782,0,08-28
10281,91276684,tcm:526-199040,0,08-28
11136,37147964,tcm:526-782343,0,04-25
19214,45342167,tcm:526-654768,0,03-27
13450,92418494,tcm:526-164352,0,05-30
72328,31084445,tcm:526-12174,0,10-30
25891,68616234,tcm:526-276414,0,02-27
1253,82532248,tcm:526-153236,0,10-30
37045,49437890,tcm:526-655038,0,01-30
10221,91276684,tcm:526-208086,0,05-30
23345,88013219,tcm:526-418532,0,03-27
25253,51129676,tcm:526-684643,0,04-25
10689,89187702,tcm:526-22867,0,08-28
4108,97772825,tcm:526-418532,0,02-27
69155,48473068,tcm:526-10787,0,02-27
30270,57396076,tcm:526-40469,0,07-24
72478,52316037,tcm:526-684643,0,04-25
74781,16506953,tcm:526-704480,0,08-28
13920,55919570,tcm:526-40469,0,07-24
60484,87524635,tcm:526-239640,0,07-24
50265,75820796,tcm:526-191289,1,06-26
43413,5554141,tcm:526-208086,0,05-30
11038,31437659,tcm:526-12174,0,07-24
67819,25464914,tcm:526-16645,0,07-24
66998,44053117,tcm:526-261006,0,01-30
57432,1857520,tcm:526-93195,1,04-25
3608,34722158,tcm:526-93195,0,04-25
29816,8545330,tcm:526-248966,0,10-30
57824,25349443,tcm:526-208086,0,06-26
40268,37467115,tcm:526-670542,0,03-27
71054,44770687,tcm:526-209216,0,01-30
80460,6379840,tcm:526-16645,0,05-30
72840,52974269,tcm:526-244935,0,06-26
62295,75419784,tcm:526-237984,0,06-26
5145,58959607,tcm:526-388698,0,04-25
39989,15889516,tcm:526-237984,0,06-26
53919,17945132,tcm:526-199040,0,08-28
56785,51189944,tcm:526-208086,0,06-26
67884,25464914,tcm:526-261006,1,01-30
3367,57965543,tcm:526-656536,0,04-25
42507,57907566,tcm:526-70899,1,04-25
69618,25589719,tcm:526-244935,0,06-26
7879,40932350,tcm:526-10787,0,02-27
9067,62005676,tcm:526-244935,0,06-26
9349,94609840,tcm:526-16645,0,07-24
41349,32462819,tcm:526-208086,0,06-26
19573,14661286,tcm:526-10838,0,09-26
76700,65277080,tcm:526-12174,0,09-26
16348,95398581,tcm:526-224772,0,02-27
79071,57477800,tcm:526-187302,0,02-27
46717,94551286,tcm:526-12167,0,09-26
49241,77071928,tcm:526-208086,1,04-25
14799,96584970,tcm:526-208086,0,06-26
17027,78282752,tcm:526-684643,0,04-25
66999,44053117,tcm:526-209028,0,01-30
26609,5674577,tcm:526-551763,0,02-27
71461,21018099,tcm:526-40469,0,07-24
50713,33399638,tcm:526-191289,0,06-26
13110,43847446,tcm:526-712788,0,06-26
42137,3201801,tcm:526-208086,0,03-27
10823,59385069,tcm:526-682379,0,06-26
67445,44615489,tcm:526-12174,0,04-25
73727,46878913,tcm:526-209216,0,01-30
57795,25349443,tcm:526-679101,0,04-25
63030,25033280,tcm:526-670542,0,03-27
26593,5674577,tcm:526-653510,0,06-26
31605,7174105,tcm:526-208086,0,04-25
12703,74859511,tcm:526-707527,0,09-26
45344,83913289,tcm:526-208086,0,09-26
11233,91069521,tcm:526-149043,1,07-24
32276,48797292,tcm:526-16645,0,05-30
59406,61858981,tcm:526-22867,0,08-28
37750,40497081,tcm:526-164352,0,05-30
40149,69907882,tcm:526-22867,0,10-30
17390,44703912,tcm:526-224772,0,02-27
37722,40497081,tcm:526-276414,0,02-27
45532,5607561,tcm:526-208086,0,09-26
16262,85836952,tcm:526-10849,0,09-26
49913,10475205,tcm:526-249921,0,02-27
6471,18599754,tcm:526-418532,0,02-27
54554,24123480,tcm:526-10787,0,02-27
57551,5902652,tcm:526-149043,0,07-24
32533,95406142,tcm:526-682576,0,03-27
67166,63317835,tcm:526-10838,0,08-28
79645,20887953,tcm:526-204679,0,01-30
47156,20324380,tcm:526-244935,0,07-24
31975,75566156,tcm:526-707527,0,09-26
63656,20992820,tcm:526-679101,0,04-25
3653,34722158,tcm:526-13782,1,07-24
69532,33635700,tcm:526-653510,0,07-24
16683,70986568,tcm:526-40469,0,07-24
59899,16565679,tcm:526-12174,0,09-26
8723,60159401,tcm:526-12174,0,05-30
6135,65116442,tcm:526-12174,0,08-28
19591,14661286,tcm:526-187302,0,02-27
33036,93240481,tcm:526-688510,0,05-30
26232,59258749,tcm:526-248966,0,10-30
33653,79453403,tcm:526-712788,0,06-26
10496,92040452,tcm:526-153236,0,10-30
29448,34204982,tcm:526-273898,0,01-30
54236,12783832,tcm:526-418532,0,02-27
61550,66246774,tcm:526-40469,1,07-24
76487,65537513,tcm:526-93195,1,04-25
70093,83457412,tcm:526-12174,1,06-26
56939,57040101,tcm:526-684643,1,04-25
71828,19264012,tcm:526-684643,0,04-25
5089,55407397,tcm:526-551763,1,02-27
70729,26849473,tcm:526-231792,0,10-30
73271,9371100,tcm:526-46242,0,05-30
53477,73673636,tcm:526-712788,0,06-26
18360,72932977,tcm:526-704480,0,08-28
74662,29357068,tcm:526-712788,0,06-26
37480,40653261,tcm:526-273898,1,01-30
46769,91030260,tcm:526-52560,0,02-27
78402,61921562,tcm:526-249921,0,02-27
57640,50544556,tcm:526-653510,0,07-24
59024,7644846,tcm:526-237984,0,06-26
74664,29357068,tcm:526-653510,0,06-26
69000,33776858,tcm:526-93195,1,04-25
44501,28611922,tcm:526-149043,1,06-26
25048,17639664,tcm:526-187302,0,02-27
79080,57477800,tcm:526-204679,0,01-30
46136,6137246,tcm:526-208086,0,10-30
67334,35474446,tcm:526-12174,0,07-24
28315,54188654,tcm:526-93195,0,05-30
75640,56044520,tcm:526-249921,0,02-27
35729,58996382,tcm:526-670542,0,03-27
4245,96292476,tcm:526-653510,0,07-24
50650,96395461,tcm:526-346380,0,01-30
73492,92024352,tcm:526-12174,0,10-30
69367,30784568,tcm:526-46242,0,05-30
24470,8868046,tcm:526-707527,0,09-26
46808,91030260,tcm:526-93195,0,04-25
37731,40497081,tcm:526-70899,1,04-25
72959,47778664,tcm:526-346380,0,01-30
1823,36756635,tcm:526-13782,0,08-28
9315,31271084,tcm:526-208086,0,06-26
26492,74742610,tcm:526-16645,0,06-26
3102,85542844,tcm:526-12180,1,03-27
47961,14853630,tcm:526-679101,0,04-25
44059,91032494,tcm:526-199040,0,08-28
7809,21415256,tcm:526-681575,0,03-27
31191,59804902,tcm:526-153236,0,10-30
70840,15468311,tcm:526-12174,0,10-30
20035,15803926,tcm:526-12167,0,09-26
17574,78576320,tcm:526-261006,0,01-30
37364,73286617,tcm:526-492865,1,02-27
5956,17951177,tcm:526-93195,0,05-30
80095,28825733,tcm:526-782343,0,04-25
22581,92157303,tcm:526-116442,0,05-30
888,75461182,tcm:526-682379,0,06-26
32950,95745654,tcm:526-688510,0,05-30
65718,65908968,tcm:526-688510,0,05-30
5645,97584059,tcm:526-388698,0,04-25
47019,33424908,tcm:526-239640,0,08-28
19506,70342129,tcm:526-12174,0,07-24
69418,44999342,tcm:526-10838,0,08-28
61275,81582489,tcm:526-116442,0,09-26
69836,28892724,tcm:526-237984,0,06-26
35218,59657283,tcm:526-388698,0,04-25
23320,88013219,tcm:526-695181,1,08-28
62196,44681278,tcm:526-149043,1,06-26
55920,68148402,tcm:526-682379,0,06-26
49261,77071928,tcm:526-209216,0,01-30
70481,72980406,tcm:526-149043,0,05-30
74140,94525702,tcm:526-239640,0,07-24
59921,16565679,tcm:526-388698,0,04-25
11792,69669303,tcm:526-259315,0,10-30
1359,21345577,tcm:526-93195,0,04-25
34198,26502740,tcm:526-22867,1,08-28
26047,33557853,tcm:526-695181,0,08-28
3117,85542844,tcm:526-199040,0,08-28
53119,13413877,tcm:526-116442,0,08-28
59350,36527870,tcm:526-93195,0,05-30
77452,51288730,tcm:526-237984,0,06-26
58417,93560826,tcm:526-209216,0,01-30
40625,62893415,tcm:526-164352,0,05-30
64214,45246584,tcm:526-208086,0,04-25
12223,53611516,tcm:526-208086,0,06-26
50612,58501176,tcm:526-149043,1,05-30
50648,96395461,tcm:526-209028,1,01-30
36614,56124946,tcm:526-261006,0,01-30
35008,96007065,tcm:526-46242,1,05-30
24843,64153606,tcm:526-93195,0,05-30
75480,60894277,tcm:526-655038,1,01-30
57203,2853693,tcm:526-712788,0,06-26
11170,37147964,tcm:526-695181,0,07-24
65740,65908968,tcm:526-10838,0,09-26
29375,5802402,tcm:526-209216,0,01-30
38570,40778321,tcm:526-208086,0,06-26
26334,78210452,tcm:526-16645,0,05-30
7089,26211712,tcm:526-204679,0,01-30
27192,45773612,tcm:526-704480,0,08-28
55391,63355597,tcm:526-12167,0,10-30
41267,35196705,tcm:526-13782,0,07-24
58736,25651523,tcm:526-208086,0,04-25
57671,50544556,tcm:526-10838,0,08-28
79110,57477800,tcm:526-149043,1,06-26
1466,60356270,tcm:526-418532,0,02-27
13606,9457433,tcm:526-208086,0,09-26
14300,52751416,tcm:526-12174,1,05-30
17498,20039937,tcm:526-12174,0,06-26
9253,48057319,tcm:526-149043,0,05-30
74284,64069272,tcm:526-707527,0,09-26
34051,32100928,tcm:526-784445,0,01-30
39239,77912622,tcm:526-695181,0,07-24
6238,8852855,tcm:526-12174,0,05-30
6741,29370138,tcm:526-116442,0,05-30
6870,33376427,tcm:526-784445,1,01-30
69407,44999342,tcm:526-149043,0,05-30
61994,25416695,tcm:526-164352,0,05-30
24854,64153606,tcm:526-208086,0,09-26
4358,41220351,tcm:526-231792,0,10-30
58299,45841437,tcm:526-208086,0,08-28
70079,83457412,tcm:526-13782,0,08-28
44262,19475507,tcm:526-10838,0,09-26
11583,21803519,tcm:526-164352,0,05-30
79639,20887953,tcm:526-208086,0,06-26
76043,21678499,tcm:526-80807,0,03-27
43359,5554141,tcm:526-13782,1,07-24
27814,73408801,tcm:526-258965,0,09-26
9829,40477082,tcm:526-12174,0,10-30
42408,3857212,tcm:526-12174,1,08-28
10752,40468399,tcm:526-208086,0,03-27
18723,98943563,tcm:526-237984,0,06-26
575,24151170,tcm:526-418532,0,02-27
73753,46878913,tcm:526-208086,0,03-27
49343,9696139,tcm:526-46242,0,05-30
5696,97584059,tcm:526-707567,0,09-26
54553,24123480,tcm:526-418532,0,02-27
8684,15448959,tcm:526-231792,0,10-30
78556,46973312,tcm:526-681575,0,03-27
30370,1842950,tcm:526-153236,0,10-30
80267,53941308,tcm:526-237984,0,06-26
40360,97711857,tcm:526-208086,0,05-30
51913,61558630,tcm:526-653510,1,07-24
60841,41810551,tcm:526-12174,0,10-30
17339,44703912,tcm:526-784445,0,01-30
4623,9249629,tcm:526-22867,0,09-26
63173,52303329,tcm:526-12174,0,04-25
9577,15895142,tcm:526-782343,1,01-30
72498,97936448,tcm:526-204679,0,01-30
16044,17653321,tcm:526-273898,0,01-30
60076,5852349,tcm:526-12174,0,04-25
29737,74362675,tcm:526-208086,0,07-24
52927,88547243,tcm:526-116442,0,10-30
51159,48842263,tcm:526-656536,0,04-25
11287,85199434,tcm:526-209028,0,01-30
5088,55407397,tcm:526-418532,0,02-27
37006,76235196,tcm:526-704480,0,08-28
55553,82930894,tcm:526-116442,0,05-30
27751,10591106,tcm:526-681575,0,03-27
64404,23211185,tcm:526-208086,0,05-30
21043,96329435,tcm:526-551763,0,02-27
14917,30014993,tcm:526-248966,0,10-30
63369,27157947,tcm:526-656536,0,04-25
2733,49409989,tcm:526-259315,1,10-30
